ID_Viagem,Tipo_Dia,Sentido,Ordem,Estacao,Hora
1,Dias Úteis,1,4,Lousã Estação,05:38
2,Dias Úteis,1,4,Lousã Estação,06:08
3,Dias Úteis,1,4,Lousã Estação,06:28
5,Dias Úteis,1,4,Lousã Estação,06:58
6,Dias Úteis,1,4,Lousã Estação,07:08
8,Dias Úteis,1,4,Lousã Estação,07:28
9,Dias Úteis,1,4,Lousã Estação,07:38
11,Dias Úteis,1,4,Lousã Estação,07:58
12,Dias Úteis,1,4,Lousã Estação,08:08
14,Dias Úteis,1,4,Lousã Estação,08:28
15,Dias Úteis,1,4,Lousã Estação,08:38
17,Dias Úteis,1,4,Lousã Estação,08:58
18,Dias Úteis,1,4,Lousã Estação,09:08
20,Dias Úteis,1,4,Lousã Estação,09:28
21,Dias Úteis,1,4,Lousã Estação,09:38
22,Dias Úteis,1,4,Lousã Estação,10:08
23,Dias Úteis,1,4,Lousã Estação,10:38
24,Dias Úteis,1,4,Lousã Estação,11:08
25,Dias Úteis,1,4,Lousã Estação,11:38
26,Dias Úteis,1,4,Lousã Estação,12:08
27,Dias Úteis,1,4,Lousã Estação,12:38
28,Dias Úteis,1,4,Lousã Estação,13:08
29,Dias Úteis,1,4,Lousã Estação,13:38
30,Dias Úteis,1,4,Lousã Estação,14:08
31,Dias Úteis,1,4,Lousã Estação,14:38
32,Dias Úteis,1,4,Lousã Estação,15:08
33,Dias Úteis,1,4,Lousã Estação,15:38
35,Dias Úteis,1,4,Lousã Estação,15:58
36,Dias Úteis,1,4,Lousã Estação,16:08
38,Dias Úteis,1,4,Lousã Estação,16:28
39,Dias Úteis,1,4,Lousã Estação,16:38
41,Dias Úteis,1,4,Lousã Estação,16:58
42,Dias Úteis,1,4,Lousã Estação,17:08
44,Dias Úteis,1,4,Lousã Estação,17:28
45,Dias Úteis,1,4,Lousã Estação,17:38
47,Dias Úteis,1,4,Lousã Estação,17:58
48,Dias Úteis,1,4,Lousã Estação,18:08
50,Dias Úteis,1,4,Lousã Estação,18:28
51,Dias Úteis,1,4,Lousã Estação,18:38
52,Dias Úteis,1,4,Lousã Estação,18:48
53,Dias Úteis,1,4,Lousã Estação,19:08
54,Dias Úteis,1,4,Lousã Estação,19:38
55,Dias Úteis,1,4,Lousã Estação,20:08
56,Dias Úteis,1,4,Lousã Estação,20:38
57,Dias Úteis,1,4,Lousã Estação,21:08
58,Dias Úteis,1,4,Lousã Estação,21:38
59,Dias Úteis,1,4,Lousã Estação,22:08
60,Dias Úteis,1,4,Lousã Estação,22:38
61,Dias Úteis,1,4,Lousã Estação,23:08
62,Dias Úteis,1,4,Lousã Estação,23:38
1,Dias Úteis,1,5,Lousã - Parque de Exposições,05:40
2,Dias Úteis,1,5,Lousã - Parque de Exposições,06:10
3,Dias Úteis,1,5,Lousã - Parque de Exposições,06:30
5,Dias Úteis,1,5,Lousã - Parque de Exposições,07:00
6,Dias Úteis,1,5,Lousã - Parque de Exposições,07:10
8,Dias Úteis,1,5,Lousã - Parque de Exposições,07:30
9,Dias Úteis,1,5,Lousã - Parque de Exposições,07:40
11,Dias Úteis,1,5,Lousã - Parque de Exposições,08:00
12,Dias Úteis,1,5,Lousã - Parque de Exposições,08:10
14,Dias Úteis,1,5,Lousã - Parque de Exposições,08:30
15,Dias Úteis,1,5,Lousã - Parque de Exposições,08:40
17,Dias Úteis,1,5,Lousã - Parque de Exposições,09:00
18,Dias Úteis,1,5,Lousã - Parque de Exposições,09:10
20,Dias Úteis,1,5,Lousã - Parque de Exposições,09:30
21,Dias Úteis,1,5,Lousã - Parque de Exposições,09:40
22,Dias Úteis,1,5,Lousã - Parque de Exposições,10:10
23,Dias Úteis,1,5,Lousã - Parque de Exposições,10:40
24,Dias Úteis,1,5,Lousã - Parque de Exposições,11:10
25,Dias Úteis,1,5,Lousã - Parque de Exposições,11:40
26,Dias Úteis,1,5,Lousã - Parque de Exposições,12:10
27,Dias Úteis,1,5,Lousã - Parque de Exposições,12:40
28,Dias Úteis,1,5,Lousã - Parque de Exposições,13:10
29,Dias Úteis,1,5,Lousã - Parque de Exposições,13:40
30,Dias Úteis,1,5,Lousã - Parque de Exposições,14:10
31,Dias Úteis,1,5,Lousã - Parque de Exposições,14:40
32,Dias Úteis,1,5,Lousã - Parque de Exposições,15:10
33,Dias Úteis,1,5,Lousã - Parque de Exposições,15:40
35,Dias Úteis,1,5,Lousã - Parque de Exposições,16:00
36,Dias Úteis,1,5,Lousã - Parque de Exposições,16:10
38,Dias Úteis,1,5,Lousã - Parque de Exposições,16:30
39,Dias Úteis,1,5,Lousã - Parque de Exposições,16:40
41,Dias Úteis,1,5,Lousã - Parque de Exposições,17:00
42,Dias Úteis,1,5,Lousã - Parque de Exposições,17:10
44,Dias Úteis,1,5,Lousã - Parque de Exposições,17:30
45,Dias Úteis,1,5,Lousã - Parque de Exposições,17:40
47,Dias Úteis,1,5,Lousã - Parque de Exposições,18:00
48,Dias Úteis,1,5,Lousã - Parque de Exposições,18:10
50,Dias Úteis,1,5,Lousã - Parque de Exposições,18:30
51,Dias Úteis,1,5,Lousã - Parque de Exposições,18:40
52,Dias Úteis,1,5,Lousã - Parque de Exposições,18:50
53,Dias Úteis,1,5,Lousã - Parque de Exposições,19:10
54,Dias Úteis,1,5,Lousã - Parque de Exposições,19:40
55,Dias Úteis,1,5,Lousã - Parque de Exposições,20:10
56,Dias Úteis,1,5,Lousã - Parque de Exposições,20:40
57,Dias Úteis,1,5,Lousã - Parque de Exposições,21:10
58,Dias Úteis,1,5,Lousã - Parque de Exposições,21:40
59,Dias Úteis,1,5,Lousã - Parque de Exposições,22:10
60,Dias Úteis,1,5,Lousã - Parque de Exposições,22:40
61,Dias Úteis,1,5,Lousã - Parque de Exposições,23:10
62,Dias Úteis,1,5,Lousã - Parque de Exposições,23:40
1,Dias Úteis,1,6,Corvo,05:50
2,Dias Úteis,1,6,Corvo,06:20
3,Dias Úteis,1,6,Corvo,06:50
4,Dias Úteis,1,6,Corvo,07:00
5,Dias Úteis,1,6,Corvo,07:09
6,Dias Úteis,1,6,Corvo,07:20
7,Dias Úteis,1,6,Corvo,07:30
8,Dias Úteis,1,6,Corvo,07:39
9,Dias Úteis,1,6,Corvo,07:50
10,Dias Úteis,1,6,Corvo,08:00
11,Dias Úteis,1,6,Corvo,08:09
12,Dias Úteis,1,6,Corvo,08:20
13,Dias Úteis,1,6,Corvo,08:30
14,Dias Úteis,1,6,Corvo,08:39
15,Dias Úteis,1,6,Corvo,08:50
16,Dias Úteis,1,6,Corvo,09:00
17,Dias Úteis,1,6,Corvo,09:09
18,Dias Úteis,1,6,Corvo,09:20
19,Dias Úteis,1,6,Corvo,09:30
20,Dias Úteis,1,6,Corvo,09:39
21,Dias Úteis,1,6,Corvo,09:50
22,Dias Úteis,1,6,Corvo,10:20
23,Dias Úteis,1,6,Corvo,10:49
24,Dias Úteis,1,6,Corvo,11:20
25,Dias Úteis,1,6,Corvo,11:49
26,Dias Úteis,1,6,Corvo,12:20
27,Dias Úteis,1,6,Corvo,12:49
28,Dias Úteis,1,6,Corvo,13:20
29,Dias Úteis,1,6,Corvo,13:49
30,Dias Úteis,1,6,Corvo,14:20
31,Dias Úteis,1,6,Corvo,14:49
32,Dias Úteis,1,6,Corvo,15:20
33,Dias Úteis,1,6,Corvo,15:50
34,Dias Úteis,1,6,Corvo,16:00
35,Dias Úteis,1,6,Corvo,16:09
36,Dias Úteis,1,6,Corvo,16:20
37,Dias Úteis,1,6,Corvo,16:30
38,Dias Úteis,1,6,Corvo,16:39
39,Dias Úteis,1,6,Corvo,16:50
40,Dias Úteis,1,6,Corvo,17:00
41,Dias Úteis,1,6,Corvo,17:09
42,Dias Úteis,1,6,Corvo,17:20
43,Dias Úteis,1,6,Corvo,17:30
44,Dias Úteis,1,6,Corvo,17:39
45,Dias Úteis,1,6,Corvo,17:50
46,Dias Úteis,1,6,Corvo,18:00
47,Dias Úteis,1,6,Corvo,18:09
48,Dias Úteis,1,6,Corvo,18:20
49,Dias Úteis,1,6,Corvo,18:30
50,Dias Úteis,1,6,Corvo,18:39
51,Dias Úteis,1,6,Corvo,18:50
52,Dias Úteis,1,6,Corvo,19:00
53,Dias Úteis,1,6,Corvo,19:22
54,Dias Úteis,1,6,Corvo,19:49
55,Dias Úteis,1,6,Corvo,20:20
56,Dias Úteis,1,6,Corvo,20:49
57,Dias Úteis,1,6,Corvo,21:20
58,Dias Úteis,1,6,Corvo,21:49
59,Dias Úteis,1,6,Corvo,22:20
60,Dias Úteis,1,6,Corvo,22:49
61,Dias Úteis,1,6,Corvo,23:20
62,Dias Úteis,1,6,Corvo,23:50
1,Dias Úteis,1,7,Miranda do Corvo,05:52
2,Dias Úteis,1,7,Miranda do Corvo,06:22
3,Dias Úteis,1,7,Miranda do Corvo,06:52
4,Dias Úteis,1,7,Miranda do Corvo,07:02
5,Dias Úteis,1,7,Miranda do Corvo,07:12
6,Dias Úteis,1,7,Miranda do Corvo,07:22
7,Dias Úteis,1,7,Miranda do Corvo,07:32
8,Dias Úteis,1,7,Miranda do Corvo,07:42
9,Dias Úteis,1,7,Miranda do Corvo,07:52
10,Dias Úteis,1,7,Miranda do Corvo,08:02
11,Dias Úteis,1,7,Miranda do Corvo,08:12
12,Dias Úteis,1,7,Miranda do Corvo,08:22
13,Dias Úteis,1,7,Miranda do Corvo,08:32
14,Dias Úteis,1,7,Miranda do Corvo,08:42
15,Dias Úteis,1,7,Miranda do Corvo,08:52
16,Dias Úteis,1,7,Miranda do Corvo,09:02
17,Dias Úteis,1,7,Miranda do Corvo,09:12
18,Dias Úteis,1,7,Miranda do Corvo,09:22
19,Dias Úteis,1,7,Miranda do Corvo,09:32
20,Dias Úteis,1,7,Miranda do Corvo,09:42
21,Dias Úteis,1,7,Miranda do Corvo,09:52
22,Dias Úteis,1,7,Miranda do Corvo,10:22
23,Dias Úteis,1,7,Miranda do Corvo,10:52
24,Dias Úteis,1,7,Miranda do Corvo,11:22
25,Dias Úteis,1,7,Miranda do Corvo,11:52
26,Dias Úteis,1,7,Miranda do Corvo,12:22
27,Dias Úteis,1,7,Miranda do Corvo,12:52
28,Dias Úteis,1,7,Miranda do Corvo,13:22
29,Dias Úteis,1,7,Miranda do Corvo,13:52
30,Dias Úteis,1,7,Miranda do Corvo,14:22
31,Dias Úteis,1,7,Miranda do Corvo,14:52
32,Dias Úteis,1,7,Miranda do Corvo,15:22
33,Dias Úteis,1,7,Miranda do Corvo,15:52
34,Dias Úteis,1,7,Miranda do Corvo,16:02
35,Dias Úteis,1,7,Miranda do Corvo,16:12
36,Dias Úteis,1,7,Miranda do Corvo,16:22
37,Dias Úteis,1,7,Miranda do Corvo,16:32
38,Dias Úteis,1,7,Miranda do Corvo,16:42
39,Dias Úteis,1,7,Miranda do Corvo,16:52
40,Dias Úteis,1,7,Miranda do Corvo,17:02
41,Dias Úteis,1,7,Miranda do Corvo,17:12
42,Dias Úteis,1,7,Miranda do Corvo,17:22
43,Dias Úteis,1,7,Miranda do Corvo,17:32
44,Dias Úteis,1,7,Miranda do Corvo,17:42
45,Dias Úteis,1,7,Miranda do Corvo,17:52
46,Dias Úteis,1,7,Miranda do Corvo,18:02
47,Dias Úteis,1,7,Miranda do Corvo,18:12
48,Dias Úteis,1,7,Miranda do Corvo,18:22
49,Dias Úteis,1,7,Miranda do Corvo,18:32
50,Dias Úteis,1,7,Miranda do Corvo,18:42
51,Dias Úteis,1,7,Miranda do Corvo,18:52
52,Dias Úteis,1,7,Miranda do Corvo,19:02
53,Dias Úteis,1,7,Miranda do Corvo,19:26
54,Dias Úteis,1,7,Miranda do Corvo,19:52
55,Dias Úteis,1,7,Miranda do Corvo,20:22
56,Dias Úteis,1,7,Miranda do Corvo,20:52
57,Dias Úteis,1,7,Miranda do Corvo,21:22
58,Dias Úteis,1,7,Miranda do Corvo,21:52
59,Dias Úteis,1,7,Miranda do Corvo,22:22
60,Dias Úteis,1,7,Miranda do Corvo,22:52
61,Dias Úteis,1,7,Miranda do Corvo,23:22
62,Dias Úteis,1,7,Miranda do Corvo,23:52
1,Dias Úteis,1,8,Portela,06:14
2,Dias Úteis,1,8,Portela,06:44
3,Dias Úteis,1,8,Portela,07:14
4,Dias Úteis,1,8,Portela,07:24
5,Dias Úteis,1,8,Portela,07:36
6,Dias Úteis,1,8,Portela,07:44
7,Dias Úteis,1,8,Portela,07:54
8,Dias Úteis,1,8,Portela,08:07
9,Dias Úteis,1,8,Portela,08:17
10,Dias Úteis,1,8,Portela,08:27
11,Dias Úteis,1,8,Portela,08:37
12,Dias Úteis,1,8,Portela,08:47
13,Dias Úteis,1,8,Portela,08:57
14,Dias Úteis,1,8,Portela,09:07
15,Dias Úteis,1,8,Portela,09:17
16,Dias Úteis,1,8,Portela,09:27
17,Dias Úteis,1,8,Portela,09:37
18,Dias Úteis,1,8,Portela,09:47
19,Dias Úteis,1,8,Portela,09:57
20,Dias Úteis,1,8,Portela,10:06
21,Dias Úteis,1,8,Portela,10:14
22,Dias Úteis,1,8,Portela,10:44
23,Dias Úteis,1,8,Portela,11:14
24,Dias Úteis,1,8,Portela,11:44
25,Dias Úteis,1,8,Portela,12:14
26,Dias Úteis,1,8,Portela,12:44
27,Dias Úteis,1,8,Portela,13:14
28,Dias Úteis,1,8,Portela,13:44
29,Dias Úteis,1,8,Portela,14:14
30,Dias Úteis,1,8,Portela,14:44
31,Dias Úteis,1,8,Portela,15:14
32,Dias Úteis,1,8,Portela,15:44
33,Dias Úteis,1,8,Portela,16:14
34,Dias Úteis,1,8,Portela,16:24
35,Dias Úteis,1,8,Portela,16:37
36,Dias Úteis,1,8,Portela,16:47
37,Dias Úteis,1,8,Portela,16:57
38,Dias Úteis,1,8,Portela,17:07
39,Dias Úteis,1,8,Portela,17:17
40,Dias Úteis,1,8,Portela,17:27
41,Dias Úteis,1,8,Portela,17:37
42,Dias Úteis,1,8,Portela,17:47
43,Dias Úteis,1,8,Portela,17:57
44,Dias Úteis,1,8,Portela,18:07
45,Dias Úteis,1,8,Portela,18:17
46,Dias Úteis,1,8,Portela,18:27
47,Dias Úteis,1,8,Portela,18:37
48,Dias Úteis,1,8,Portela,18:47
49,Dias Úteis,1,8,Portela,18:57
50,Dias Úteis,1,8,Portela,19:07
51,Dias Úteis,1,8,Portela,19:17
52,Dias Úteis,1,8,Portela,19:27
53,Dias Úteis,1,8,Portela,19:49
54,Dias Úteis,1,8,Portela,20:14
55,Dias Úteis,1,8,Portela,20:44
56,Dias Úteis,1,8,Portela,21:14
57,Dias Úteis,1,8,Portela,21:44
58,Dias Úteis,1,8,Portela,22:14
59,Dias Úteis,1,8,Portela,22:44
60,Dias Úteis,1,8,Portela,23:14
61,Dias Úteis,1,8,Portela,23:44
62,Dias Úteis,1,8,Portela,00:14
1,Dias Úteis,1,9,Vale das Flores,06:16
2,Dias Úteis,1,9,Vale das Flores,06:46
3,Dias Úteis,1,9,Vale das Flores,07:16
4,Dias Úteis,1,9,Vale das Flores,07:26
5,Dias Úteis,1,9,Vale das Flores,07:39
6,Dias Úteis,1,9,Vale das Flores,07:47
7,Dias Úteis,1,9,Vale das Flores,07:56
8,Dias Úteis,1,9,Vale das Flores,08:10
9,Dias Úteis,1,9,Vale das Flores,08:20
10,Dias Úteis,1,9,Vale das Flores,08:30
11,Dias Úteis,1,9,Vale das Flores,08:40
12,Dias Úteis,1,9,Vale das Flores,08:50
13,Dias Úteis,1,9,Vale das Flores,09:00
14,Dias Úteis,1,9,Vale das Flores,09:10
15,Dias Úteis,1,9,Vale das Flores,09:20
16,Dias Úteis,1,9,Vale das Flores,09:30
17,Dias Úteis,1,9,Vale das Flores,09:40
18,Dias Úteis,1,9,Vale das Flores,09:50
19,Dias Úteis,1,9,Vale das Flores,10:00
20,Dias Úteis,1,9,Vale das Flores,10:10
21,Dias Úteis,1,9,Vale das Flores,10:16
22,Dias Úteis,1,9,Vale das Flores,10:46
23,Dias Úteis,1,9,Vale das Flores,11:16
24,Dias Úteis,1,9,Vale das Flores,11:46
25,Dias Úteis,1,9,Vale das Flores,12:16
26,Dias Úteis,1,9,Vale das Flores,12:46
27,Dias Úteis,1,9,Vale das Flores,13:16
28,Dias Úteis,1,9,Vale das Flores,13:46
29,Dias Úteis,1,9,Vale das Flores,14:16
30,Dias Úteis,1,9,Vale das Flores,14:46
31,Dias Úteis,1,9,Vale das Flores,15:16
32,Dias Úteis,1,9,Vale das Flores,15:46
33,Dias Úteis,1,9,Vale das Flores,16:16
34,Dias Úteis,1,9,Vale das Flores,16:26
35,Dias Úteis,1,9,Vale das Flores,16:40
36,Dias Úteis,1,9,Vale das Flores,16:50
37,Dias Úteis,1,9,Vale das Flores,17:00
38,Dias Úteis,1,9,Vale das Flores,17:10
39,Dias Úteis,1,9,Vale das Flores,17:20
40,Dias Úteis,1,9,Vale das Flores,17:30
41,Dias Úteis,1,9,Vale das Flores,17:40
42,Dias Úteis,1,9,Vale das Flores,17:50
43,Dias Úteis,1,9,Vale das Flores,18:00
44,Dias Úteis,1,9,Vale das Flores,18:10
45,Dias Úteis,1,9,Vale das Flores,18:20
46,Dias Úteis,1,9,Vale das Flores,18:30
47,Dias Úteis,1,9,Vale das Flores,18:40
48,Dias Úteis,1,9,Vale das Flores,18:50
49,Dias Úteis,1,9,Vale das Flores,19:00
50,Dias Úteis,1,9,Vale das Flores,19:10
51,Dias Úteis,1,9,Vale das Flores,19:20
52,Dias Úteis,1,9,Vale das Flores,19:31
53,Dias Úteis,1,9,Vale das Flores,19:51
54,Dias Úteis,1,9,Vale das Flores,20:16
55,Dias Úteis,1,9,Vale das Flores,20:46
56,Dias Úteis,1,9,Vale das Flores,21:16
57,Dias Úteis,1,9,Vale das Flores,21:46
58,Dias Úteis,1,9,Vale das Flores,22:16
59,Dias Úteis,1,9,Vale das Flores,22:46
60,Dias Úteis,1,9,Vale das Flores,23:16
61,Dias Úteis,1,9,Vale das Flores,23:46
62,Dias Úteis,1,9,Vale das Flores,00:16
1,Dias Úteis,1,10,Fernando Namora,06:19
2,Dias Úteis,1,10,Fernando Namora,06:49
3,Dias Úteis,1,10,Fernando Namora,07:19
4,Dias Úteis,1,10,Fernando Namora,07:29
5,Dias Úteis,1,10,Fernando Namora,07:42
6,Dias Úteis,1,10,Fernando Namora,07:50
7,Dias Úteis,1,10,Fernando Namora,07:59
8,Dias Úteis,1,10,Fernando Namora,08:13
9,Dias Úteis,1,10,Fernando Namora,08:22
10,Dias Úteis,1,10,Fernando Namora,08:32
11,Dias Úteis,1,10,Fernando Namora,08:42
12,Dias Úteis,1,10,Fernando Namora,08:52
13,Dias Úteis,1,10,Fernando Namora,09:02
14,Dias Úteis,1,10,Fernando Namora,09:12
15,Dias Úteis,1,10,Fernando Namora,09:22
16,Dias Úteis,1,10,Fernando Namora,09:32
17,Dias Úteis,1,10,Fernando Namora,09:42
18,Dias Úteis,1,10,Fernando Namora,09:52
19,Dias Úteis,1,10,Fernando Namora,10:02
20,Dias Úteis,1,10,Fernando Namora,10:13
21,Dias Úteis,1,10,Fernando Namora,10:19
22,Dias Úteis,1,10,Fernando Namora,10:49
23,Dias Úteis,1,10,Fernando Namora,11:19
24,Dias Úteis,1,10,Fernando Namora,11:49
25,Dias Úteis,1,10,Fernando Namora,12:19
26,Dias Úteis,1,10,Fernando Namora,12:49
27,Dias Úteis,1,10,Fernando Namora,13:19
28,Dias Úteis,1,10,Fernando Namora,13:49
29,Dias Úteis,1,10,Fernando Namora,14:19
30,Dias Úteis,1,10,Fernando Namora,14:49
31,Dias Úteis,1,10,Fernando Namora,15:19
32,Dias Úteis,1,10,Fernando Namora,15:49
33,Dias Úteis,1,10,Fernando Namora,16:19
34,Dias Úteis,1,10,Fernando Namora,16:29
35,Dias Úteis,1,10,Fernando Namora,16:42
36,Dias Úteis,1,10,Fernando Namora,16:52
37,Dias Úteis,1,10,Fernando Namora,17:02
38,Dias Úteis,1,10,Fernando Namora,17:12
39,Dias Úteis,1,10,Fernando Namora,17:22
40,Dias Úteis,1,10,Fernando Namora,17:32
41,Dias Úteis,1,10,Fernando Namora,17:42
42,Dias Úteis,1,10,Fernando Namora,17:52
43,Dias Úteis,1,10,Fernando Namora,18:02
44,Dias Úteis,1,10,Fernando Namora,18:12
45,Dias Úteis,1,10,Fernando Namora,18:22
46,Dias Úteis,1,10,Fernando Namora,18:32
47,Dias Úteis,1,10,Fernando Namora,18:42
48,Dias Úteis,1,10,Fernando Namora,18:52
49,Dias Úteis,1,10,Fernando Namora,19:02
50,Dias Úteis,1,10,Fernando Namora,19:12
51,Dias Úteis,1,10,Fernando Namora,19:22
52,Dias Úteis,1,10,Fernando Namora,19:33
53,Dias Úteis,1,10,Fernando Namora,19:54
54,Dias Úteis,1,10,Fernando Namora,20:19
55,Dias Úteis,1,10,Fernando Namora,20:49
56,Dias Úteis,1,10,Fernando Namora,21:19
57,Dias Úteis,1,10,Fernando Namora,21:49
58,Dias Úteis,1,10,Fernando Namora,22:19
59,Dias Úteis,1,10,Fernando Namora,22:49
60,Dias Úteis,1,10,Fernando Namora,23:19
61,Dias Úteis,1,10,Fernando Namora,23:49
62,Dias Úteis,1,10,Fernando Namora,00:19
1,Dias Úteis,1,11,Solum,06:20
2,Dias Úteis,1,11,Solum,06:51
3,Dias Úteis,1,11,Solum,07:21
4,Dias Úteis,1,11,Solum,07:30
5,Dias Úteis,1,11,Solum,07:43
6,Dias Úteis,1,11,Solum,07:51
7,Dias Úteis,1,11,Solum,08:01
8,Dias Úteis,1,11,Solum,08:15
9,Dias Úteis,1,11,Solum,08:24
10,Dias Úteis,1,11,Solum,08:34
11,Dias Úteis,1,11,Solum,08:44
12,Dias Úteis,1,11,Solum,08:54
13,Dias Úteis,1,11,Solum,09:04
14,Dias Úteis,1,11,Solum,09:14
15,Dias Úteis,1,11,Solum,09:24
16,Dias Úteis,1,11,Solum,09:34
17,Dias Úteis,1,11,Solum,09:44
18,Dias Úteis,1,11,Solum,09:54
19,Dias Úteis,1,11,Solum,10:04
20,Dias Úteis,1,11,Solum,10:14
21,Dias Úteis,1,11,Solum,10:21
22,Dias Úteis,1,11,Solum,10:51
23,Dias Úteis,1,11,Solum,11:21
24,Dias Úteis,1,11,Solum,11:51
25,Dias Úteis,1,11,Solum,12:21
26,Dias Úteis,1,11,Solum,12:51
27,Dias Úteis,1,11,Solum,13:21
28,Dias Úteis,1,11,Solum,13:51
29,Dias Úteis,1,11,Solum,14:21
30,Dias Úteis,1,11,Solum,14:51
31,Dias Úteis,1,11,Solum,15:21
32,Dias Úteis,1,11,Solum,15:51
33,Dias Úteis,1,11,Solum,16:21
34,Dias Úteis,1,11,Solum,16:31
35,Dias Úteis,1,11,Solum,16:44
36,Dias Úteis,1,11,Solum,16:54
37,Dias Úteis,1,11,Solum,17:04
38,Dias Úteis,1,11,Solum,17:14
39,Dias Úteis,1,11,Solum,17:24
40,Dias Úteis,1,11,Solum,17:34
41,Dias Úteis,1,11,Solum,17:44
42,Dias Úteis,1,11,Solum,17:54
43,Dias Úteis,1,11,Solum,18:04
44,Dias Úteis,1,11,Solum,18:14
45,Dias Úteis,1,11,Solum,18:24
46,Dias Úteis,1,11,Solum,18:34
47,Dias Úteis,1,11,Solum,18:44
48,Dias Úteis,1,11,Solum,18:54
49,Dias Úteis,1,11,Solum,19:04
50,Dias Úteis,1,11,Solum,19:14
51,Dias Úteis,1,11,Solum,19:24
52,Dias Úteis,1,11,Solum,19:35
53,Dias Úteis,1,11,Solum,19:55
54,Dias Úteis,1,11,Solum,20:21
55,Dias Úteis,1,11,Solum,20:51
56,Dias Úteis,1,11,Solum,21:21
57,Dias Úteis,1,11,Solum,21:51
